directed_at_screen_name,directed_at_congress,directed_at_gender,directed_at_interbloque,id_str,datetime,text,Slurs,Target,Main category,Threat,Sexually Explicit,Misoginy
gabicerru,D,F,Frente de Todos,id_1236754247028477954,3/8/20 20:42,Toda la cadena d la justicia tienen que ir presos,,,Hostility,No,No,No
,,,,id_1204852255100473345,12/11/19 19:55,"Ahhhhhhhhh...haber empezado por ahi......sos de la tropa del gato, VHM, Navarrate y todos esos jajajajaja....suerte y exitos",gato,other individual,Hostility,No,No,No
elisacarrio,D,F,Juntos por el Cambio,id_1233963582536200198,3/1/20 3:53,"Escandalizarse? Si crees que la falta de respeto debe aceptarse y la única manera de descalificar lo que alguien dice es insultando o agrediendo estamos en veredas muy opuestas y no políticas, morales. Si ser educada es ser pacata lo soy orgullosamente",,,None,,,
elisacarrio,D,F,Juntos por el Cambio,id_1219012645703028737,1/19/20 21:43,SIEMPRE LAS BOSTAS INSULTANDO.,bostas,,Hostility,No,No,No
MartinLlaryora,D,M,Federal,id_1222651926220877825,1/29/20 22:45,"Hola  te sigo porque como cordobesa tenemos mucho para hablar, espero que me des bola porque el Intendente  hasta ahora me ignora",,,None,,,
,,,,id_1226210179248803841,2/8/20 18:24,No desvío el tema. El tema que se hablo en el video es lo que le estoy desglosando.  Usted desvío el tema.,,,None,,,
mabelcarrizotuc,D,F,Frente de Todos,id_1209335651449163777,12/24/19 4:51,"La Diputada   y el Concejal por Famaillá,   dejan un saludo para estas fiestas. #Navidad  #añonuevo",,,None,,,
luispetri,D,M,Juntos por el Cambio,id_1235346801038946304,3/4/20 23:30,"Dan vergüenza! Estuvieron a punto de cerrar el Hospital El Cruce de alta complejidad, a modo de ejemplo entre tanto que hicieron contra la salud de los más vulnerables",dan verg�enza,,Hostility,No,No,No
,,,,id_1212827279522488321,1/2/20 20:05,"CHOMSKY: ""El asalto neoliberal a gran parte de la población mundial comenzó en Chile"".",,,None,,,
MoreauLeopoldo,D,M,Frente de Todos,id_1212793342871900162,1/2/20 17:50,Andas a cagar panqueque de mmm,"andas a cagar, panqueque",,Hostility,No,No,No
,,,,id_1223276133241839618,1/31/20 16:05,Es así!,,,None,,,
vikidonda,D,F,Frente de Todos,id_1217930939390746625,1/16/20 22:05,Si claro después de fumar,,,None,,,
,,,,id_1204426452906721288,12/10/19 15:43,#ArgentinaUnida #ArgentinaDePie #AlbertoYCristina #VolvimosMillones ❤ ✌,,,None,,,
luispetri,D,M,Juntos por el Cambio,id_1234934360345915392,3/3/20 20:11,Lleven al infectado...🗿✌🏿,,,None,,,
luispetri,D,M,Juntos por el Cambio,id_1235023166738550784,3/4/20 2:04,Chupala hdp terrorista hijo de puta,"chupala, hdp, terrorista, hdp",,Hostility,No,No,No
FerIglesias,D,M,Juntos por el Cambio,id_1235188595515895808,3/4/20 13:01,"No, es objetiva la visión de Juan. Y sabe tanto de como montar y dar vida a un relato que todo lo ha entendido y transmitido con absoluta claridad. Porque estás hablando de los 12 años que terminaron de hundir a la Argentina en la más cruel falta de educación y valores. O no?",,,None,,,
LicDanielArroyo,D,M,Frente de Todos,id_1232780198506004486,2/26/20 21:31,Felisitaciones. Dañiel,,,None,,,
gabicerru,D,F,Frente de Todos,id_1216393635404578818,1/12/20 16:16,"Usalo, corazón, estás bastante perdida con las operaciones de prensa del grupo thunberg/soros y el progresismo letrinoamericano  suerte ;)",,,Criticism,,,
gabicerru,D,F,Frente de Todos,id_1227767417495007237,2/13/20 1:32,Lo dice bajito para que no escuché nadie no vaya a ser que luego le reclamen,,,None,,,
SergioMassa,D,M,Frente de Todos,id_1206663250038919173,12/16/19 19:51,Las extraordinarias deben cumplirse! Este año casi ni sesionaron!!! Les pagamos el sueldo todo el año mugrosos de Cambiemos,mugrosos,Plural,Hostility,No,No,No
,,,,id_1228523349514629120,2/15/20 3:36,No dan mas de hipócritas.....delincuentes,"hipocritas, delincuentes",Plural,Hostility,No,No,No
marioraulnegri,D,M,Juntos por el Cambio,id_1233515737681190913,2/28/20 22:14,#18AMarchaOpositora  Nos acompaña???  pic.twitter.com/bbVaCr1XOe,,,None,,,
,,,,id_1229693313319686144,2/18/20 9:05,Gracias a Cuba por proteger a nuestros mejores explosivistas.. bienvenidos a santa Marta los cubanos...,,,None,,,
MariaLujan_Rey,D,F,Juntos por el Cambio,id_1207983351501664256,12/20/19 11:17,"Gracias Maria Lujan!¡!¡👏👏👏💙🇦🇷💙🇦🇷.ustedes adentro y nosotros afuera , tratemos de recuperar este bendito pais!¡ GRACIAS MARIA!¡🇦🇷🇦🇷🇦🇷💙",,,None,,,
gabicerru,D,F,Frente de Todos,id_1217203645684514816,1/14/20 21:55,La deuda es del 2011 y plata en la privincia dejaron psra pagar no mientan mas #Kicifault #CFKLoHizo  mentirosos dan asco los K,dan asco,Other plural,Hostility,No,No,No
felipe_sola,D,M,Frente de Todos,id_1217534500676218880,1/15/20 19:50,Porqué no me asombran tus palabras?? Ahhh si !! Porque sos un viejo pelotudo.,viejo pelotudo,,Hostility,No,No,No
FilmusDaniel,D,M,Frente de Todos,id_1229882023843684353,2/18/20 21:34,"Anyway Danny boy..  As a true Falkland Islander, I'll thank you in advance for this very welcome and extremely cheap piece of very good publicity for my country, the  the best little one in the world.. The Free F-A-L-K-L-A-N-D Islands..",,,None,,,
RossiAgustinOk,D,M,Frente de Todos,id_1208901355248791555,12/23/19 0:05,Esto ya lo escuche antes!!oh nooo!!,,,None,,,
FerIglesias,D,M,Juntos por el Cambio,id_1222722658284064768,1/30/20 3:26,C5N hoy según Pablo el avión con drogas no salió de salta:se la cargaron :talvez extraterrestre en el aire,,,None,,,
alejandrocacace,D,M,Juntos por el Cambio,id_1207117641086840832,12/18/19 1:57,"Alejandro, pero si ellos  tienen quorum propio, pueden sesionar sin uds y votarse todo que si?",,,None,,,
,,,,id_1223568835665592321,2/1/20 11:28,""" hace más ruido que una maraca en la negociación de la deuda""  en #DigamosTodo.  #CNNRadioArgentina",,,None,,,
FerIglesias,D,M,Juntos por el Cambio,id_1235240652222365697,3/4/20 16:28,Menos odio viene bien. Inclusive el que propagan en las redes.,,Plural,Criticism,No,No,No
,,,,id_1216621863625003008,1/13/20 7:23,"Con la guitarrita seguro si hablas con chirolita conseguis algo,probaste con laburar",,,Hostility,No,No,No
vanemassetani,D,F,Frente de Todos,id_1236733891974758401,3/8/20 19:21,oportunistas como ustedes me enferman.,oportunistas,,Hostility,No,No,No
gabicerru,D,F,Frente de Todos,id_1217128716062613504,1/14/20 16:57,"No puedo creer la cara como una roca. Se trata del bono Buenos Aires 2021 (BP21, emitido en 2011), bajo legislación de Nueva York, por U$S 275 millones",,,None,,,
NicolasdelCano,D,M,PTS -Frente de Izquierda,id_1225206187488153601,2/5/20 23:54,De onda les estaría faltando un poco de vocación de poder el Frente Amplio uruguayo y el PT en Bra son buenas experiencias para imitar,,,Criticism,No,No,No
RominaDelPla,D,F,Frente de Izquierda y de los Trabajadores,id_1231450213048627201,2/23/20 5:26,Sarasa. Guionada por la Casa Fusa (Open Society y George Soros). Vos tenes complejo de chica del interior y te queres ganar la simpatía del porteñaje. Pero vos no fuiste al Nacional de Bs As. No sos como ellas. No traiciones tus orígenes.,,,Hostility,No,No,No
,,,,id_1234512521412960263,3/2/20 16:14,"#Ahora  diputado nacional del frente de todos por CABA y economista, en  ""Me pareció muy completo el discurso de  Dejó muy clara las prioridades""",,,None,,,
larroqueandres,D,M,Frente de Todos,id_1230347758218940419,2/20/20 4:25,a mí no me incluyas,,,None,,,
Facundo_Moyano,D,M,Frente de Todos,id_1233187048351203328,2/28/20 0:27,"Que poca verguenza que tienen los kk, se creen inimputables tergiversando la realidad convirtiendo la mentira con caras de piedra.","kk, caras de piedra",Other plural,Hostility,No,No,No
,,,,id_1207617340441006080,12/19/19 11:03,Recuerden q en la campaña dijeron q eran los Defensores de Cordoba y q la Provincia estaria Primero y los votaron eso. Votando una ley q anula el Congreso y da superpoderes al Ejecutivo no es cuidarnos! Tenemos Memoria!!!,,,Criticism,No,No,No
,,,,id_1217331327701331968,1/15/20 6:23,Fana de Divididos se proclama y tira estos tuits despreciables. La coherencia se te escapa.,,,Criticism,No,No,No
,,,,id_1222251083382296576,1/28/20 20:12,El único q da lastima sos  vos q la tenes adentro 😂😂😂,la tenes adentro,,Hostility,No,Yes,No
marioraulnegri,D,M,Juntos por el Cambio,id_1233113787340918785,2/27/20 19:36,Chupala forro!,"chupala, forro",,Hostility,No,Yes,No
mirtatundis,D,F,Frente de Todos,id_1237754471154925568,3/11/20 14:57,"hdp , malll sos una caca ,,","hdp, sos una caca",,Hostility,No,No,No
pau_oliveto,D,F,Juntos por el Cambio,id_1208229499403460608,12/21/19 3:35,Te duele Paula? Por lo menos secionaron más que en 4 años,,,Hostility,No,No,No
gabicerru,D,F,Frente de Todos,id_1217175550445391872,1/14/20 20:03,Pobre gabi...cuando descubra que la deuda es de Scioli mientras kicilof era ministro (ambos de su partido) se cae de culo Y cuando se de cuenta lo mamerta que qieda cada vez quw tweetea se infarta,mamerta,,Hostility,No,No,No
gracielaocana,D,F,Juntos por el Cambio,id_1236322552743673857,3/7/20 16:07,"Si a Graciela Ocaña le gusta entonces está bien! Esa es la confianza que genera una persona honesta y con valores Aprendan las feministas Así se hace: Con el cerebro, no con las tetas",,,Hostility,No,Yes,No
,,,,id_1213632657361457152,1/5/20 1:25,Cada uno expresa lo que lleva adentro. Salud.,,,None,,,
mirtatundis,D,F,Frente de Todos,id_1228799238806671361,2/15/20 21:52,"te mereces lo peor!! Ojo, es antipático decirlo así pero que se le va a hacer... es así!",,,Hostility,Yes,No,No
gracielaocana,D,F,Juntos por el Cambio,id_1221462909982838784,1/26/20 16:00,"Ocaña mejor que se llame a silencio, también hay que volver a investigar su enriquecimiento prematuro.",,,Criticism,No,No,No
omarperotti,S,M,Frente de Todos,id_1233104319836311554,2/27/20 18:59,Bue... El ex ministro de seguridad al que se le escapó de la cárcel de las flores un violador serial. Y lo recapturaron viajando en un colectivo en arroyo leyes con total impunidad.,,,Criticism,No,No,No
RossiAgustinOk,D,M,Frente de Todos,id_1215960145911582721,1/11/20 11:34,Cararota. Se creen que somos todos boludos. Relateros de cuarta,"cararota, boludos, relateros de cuarta",,Hostility,No,No,No
fangelini,D,M,Juntos por el Cambio,id_1223061066059583488,1/31/20 1:50,Qué pasó con la votación? Me explicás???,,,None,,,
marioaleito,D,M,Frente de Todos,id_1232861994736377856,2/27/20 2:56,"Díaz nos dio mucho. Pero ya no va más. El vago juega como hincha y no sirve. El hincha es arrecho y quiere meter ya todos los goles. Tenemos que traer un tipo que no juegue como hincha pero que meta goles, tipo zampedri. Ojalá hagan caso los dirigentes y traigan algo.",,other individual,Criticism,,,
marioraulnegri,D,M,Juntos por el Cambio,id_1207343650683916288,12/18/19 16:55,No por favor los de la UCR no pueden aprobar ese paquete. No pueden aprobar el hundimiento de los jubilados. No por favor no dar quorum. Por favor. Los radicales no pueden venderse.,,,None,,,
NicolasdelCano,D,M,PTS -Frente de Izquierda,id_1233202405111730176,2/28/20 1:28,"Cerrá la boca, bobo!","cerra la boca, bobo",,Hostility,No,No,No
LicDanielArroyo,D,M,Frente de Todos,id_1207883567562448896,12/20/19 4:40,Estan dando de comer a las mafias?,,,None,,,
alejandrocacace,D,M,Juntos por el Cambio,id_1206657105475694592,12/16/19 19:27,"Me sumo, pero si podés mandarme dm vos xq no lo tengo habilitado con vos, genial",,,None,,,
NicolasdelCano,D,M,PTS -Frente de Izquierda,id_1226736034144301056,2/10/20 5:13,La primera vez que voy acordar algo con vos. Los Oscars vinieron a unir a la izquierda,,,None,,,
,,,,id_1213628530392739840,1/5/20 1:09,"Forro vos, Perotti y Castellano",forro,,Hostility,No,No,No
paulocassinerio,D,M,Federal,id_1220666457358508032,1/24/20 11:15,Y si arreglamos las calles? Populismo no sirve. Necesitas salir a trabajar sin rompernos un tobillo o el tren delantero,,,Criticism,No,No,No
,,,,id_1212539327424675841,1/2/20 1:01,Seguro,,,None,,,
marioraulnegri,D,M,Juntos por el Cambio,id_1226846650305515520,2/10/20 12:33,Es increíble como una sola persona puede ser todo lo pelotudo que nos costaria encontrar en un grupo de pelotudos No hay nada que hacer este pais es inviable mientras haya este tipo de idiota que no tiene pensamiento critico  Chau a los pelotudos se los bloquea,"pelotudo, idiota",other individual,Hostility,No,No,No
MoreauLeopoldo,D,M,Frente de Todos,id_1219033080003997701,1/19/20 23:05,Qué perverso.. decir odiadores a los que piensan distinto sólo para disminuirlos. Patético y perverso.,,,Criticism,No,No,No
MoreauLeopoldo,D,M,Frente de Todos,id_1217279435759636480,1/15/20 2:56,que opinas ?,,,None,,,
marioraulnegri,D,M,Juntos por el Cambio,id_1228373340752171008,2/14/20 17:40,Una cosa es la sospecha y otra escucharli de la boca de este delincuente,delincuente,,Hostility,No,No,No
danielscioli,D,M,Frente de Todos,id_1233067738723123200,2/27/20 16:33,la misma basura de siempre..arrastrado HDP #NoDenQuórum #NoEntreguenLaRepublica  …,"arrastrado, hdp",,Hostility,No,No,No
marioraulnegri,D,M,Juntos por el Cambio,id_1233202316771315714,2/28/20 1:28,"Scioli hizo declaraciones a la prensa brasileña como embajador, en varias oportunidades.   pic.twitter.com/gTUMD8UbTt",,,None,,,
,,,,id_1228294955581485056,2/14/20 12:28,Que es esta mierda,mierda,,None,,,
marioraulnegri,D,M,Juntos por el Cambio,id_1233182088263852033,2/28/20 0:08,El tema es que la tenés adentro. Te salió para el ojete.,la tenes adentro,,Hostility,No,Yes,No
vikidonda,D,F,Frente de Todos,id_1230116830435532800,2/19/20 13:08,verguenza no se les cae la cara de tanto mentir???? y yo soy Argentina como vos y otros tantos millones...me dan verguenzaaaa,"se les cae la cara, me dan verguenza",Plural,Hostility,No,No,No
luanavolnovich,D,F,Frente de Todos,id_1237748551222022144,3/11/20 14:33,"Cinismo infinito!! hipócritas!!. Es necesario hacer tanto circo y discursos épicos para enrrostrarle a los viejos lo q ya saben??? Que los están cagando!, mientras se gastan fortunas en cargos, ministerios, secretarías, festicholas populistas y coso de género hasta en la sopa!!",hipocritas,Plural,Hostility,No,No,No
gracielaocana,D,F,Juntos por el Cambio,id_1211178396807499776,12/29/19 6:53,"no tenes cara, llamate al silencio, y los aportantes truchos?",no tenes cara,,Hostility,No,No,No
FerIglesias,D,M,Juntos por el Cambio,id_1233932169929723905,3/1/20 1:48,Cómo pegas Fernando!!!!.,,,None,,,
,,,,id_1207667558142361600,12/19/19 14:22,Agrario y popular. Sólo tienen que trabajar y con eso es suficiente. Lo popular siempre va acompañado por el estado en base a los impuestos que pagamos los privados. Basta de populismo y de vivir de lo ajeno,,,Criticism,No,No,No
,,,,id_1210663889853177857,12/27/19 20:48,Que hace  ahí?????,,,None,,,
elisacarrio,D,F,Juntos por el Cambio,id_1217886878797615110,1/16/20 19:10,"Cuando un crimen vienen con conflictos de intereses bélicos también tiene que intervenir la justicia internacional. Ante toda injusticia no hay nadie, sólo opiniones dividida de toda la sociedad",,,None,,,
LicDanielArroyo,D,M,Frente de Todos,id_1206262474128928770,12/15/19 17:19,"Atorranta, egoista de mierda.","atorranta, egoista de mierda",,Hostility,No,No,No
gabicerru,D,F,Frente de Todos,id_1214726679609917440,1/8/20 1:53,Donald...mandale uno de estos..a todos los politicos de este pais...,,,None,,,
HugoYasky,D,M,Frente de Todos,id_1207773445070761985,12/19/19 21:23,"Que bueno  , congelando jubilaciones a .... cuantos millones que cobran más de la mínima ...? Y pensas  que vas a volver a entrar ? Que te van a seguir votando? ... llama a casa que te paso con Abu...",,,Criticism,No,No,No
vikidonda,D,F,Frente de Todos,id_1204769459312967681,12/11/19 14:26,Estemes festejandes !!! Habla bien carajo !!!,,,Hostility,No,No,No
elisacarrio,D,F,Juntos por el Cambio,id_1212192217764417536,1/1/20 2:02,esta cerda debería estar cerrada en su chiquero,cerda,,Hostility,No,No,No
,,,,id_1234112731915091968,3/1/20 13:46,🌱🌱🌱,,,None,,,
fangelini,D,M,Juntos por el Cambio,id_1231621109461766145,2/23/20 16:45,"Politica se hace siempre, si no haces politica por Newells la pueden hacer los autoconvocados, o Diaz, o el tiki, o acuña, o ripani. Falta mucho para que Newells sea un club libre de parasitos y sinalientos y gallinas a sueldo.","parasitos, sinalientos, gallinas a sueldo",Other plural,Hostility,No,No,No
BuccaBali,D,M,Federal,id_1225435561932021762,2/6/20 15:06,"Recien llego del hospital Oller de Solano, vi un cartel que solicita la donación de telas, lana, agujas de tejer, agujas o lo que sea para colaborar con neonatologia porque la gente no tiene que ponerle a los bebes, hay gente que es invisible y si son niños, peor.",,,None,,,
felipe_sola,D,M,Frente de Todos,id_1217560490718777344,1/15/20 21:33,"un canciller debe ocuparse de temas serios, por ej Venezuela. Ud. es un inepto. Como se lo extraña a Faurie.",inepto,,Hostility,No,No,No
